CODI_ESTACIO,DATA_LECTURA,TM,TX,TN,HRM,PPT24H,HPA,RS24H,VVM10,DVM10,VVX10,DVX10
X8,22/08/2011,27.5,34.3,21.6,41,0,1005.4,23.2,1.9,86,6.9,104
X8,23/08/2011,25.6,30.4,21.7,67,0,1004.6,22.4,2.4,95,7.1,101
X8,24/08/2011,26.4,31.5,23.6,72,0,1004.4,16.5,1.7,129,6.4,163
X8,25/08/2011,26.2,31.8,22.2,71,0,1002.3,18.7,1.5,178,6.2,136
X8,26/08/2011,25.1,30.7,19.9,70,2.7,999.7,19.7,2.2,199,10.2,298
X8,27/08/2011,22.4,27.6,17.5,59,0.6,1009.6,24.6,2.4,193,8.9,151
X8,28/08/2011,23.2,28.3,19.3,68,0,1008.7,18.8,2.2,201,10.2,211
X8,29/08/2011,24.2,29.2,20.5,72,0.8,1005.8,18.2,1.8,219,9.5,226
X8,30/08/2011,24.7,29.9,21.3,73,0,1002.9,17.9,1.8,148,6.6,238
X8,31/08/2011,24.6,28.7,21.8,77,0,1000.8,11.9,1.4,185,7.1,168
X8,01/09/2011,25.1,30.7,20.5,73,0,1001.3,22.2,1.8,104,6.9,124
X8,02/09/2011,24.6,30,21.1,71,0,1002.3,17.7,1.6,128,6.8,93
X8,03/09/2011,23.5,29.4,18.6,71,2.2,1002,13.3,1.6,198,7.6,224
X8,04/09/2011,23.6,29.4,18.2,65,0.1,1003.1,21.1,1.8,206,7.3,180
X8,05/09/2011,23,27.5,20.1,66,1.2,1010.9,17.8,2.2,108,6.6,101
X8,06/09/2011,22.8,27.4,18.5,66,0,1014.2,18.7,1.9,227,8,218
X8,07/09/2011,24.1,30.4,19.1,73,0,1011.1,21.3,2.1,196,7.1,171
X8,08/09/2011,24.6,29.9,20.8,73,0,1007.1,20.4,1.6,204,6.4,231
X8,09/09/2011,24.6,29.8,20.3,72,0,1004.1,22.1,2,235,9.5,227
X8,10/09/2011,24.7,30.7,20.4,72,0,1004.3,21.3,1.5,225,7,173
X8,11/09/2011,24.2,29.4,19.9,72,0,1005.8,16.3,1.8,226,8.6,236
X8,12/09/2011,24.1,28.1,21.5,72,0,1008.4,19.5,2.3,220,9.1,237
X8,13/09/2011,24.5,30.6,19.6,69,0,1006.5,20.8,1.7,210,7.2,229
X8,14/09/2011,24.8,30.3,20.9,62,0,1006.4,20.2,1.7,232,8.4,217
X8,15/09/2011,24.5,29.9,20.5,62,0,1006.2,20.6,1.7,192,5.9,152
X8,16/09/2011,24,30.9,19.3,71,0,1006.4,21.1,1.7,234,7,167
X8,17/09/2011,23.8,29.5,19.4,72,0,1005.1,16.8,1.9,224,7.9,224
X8,18/09/2011,20.2,24.1,15.5,77,0.3,1001.6,6.7,1.8,104,8,349
X8,19/09/2011,18.7,26.7,13.5,50,0,1007.5,20.6,3.8,336,12.9,309
X8,20/09/2011,20.2,26.2,15.8,60,0,1010.7,19.7,2.2,264,7.9,294
X8,21/09/2011,21.1,27,15.5,69,0,1009.6,20.2,2,237,8.3,202
X8,22/09/2011,22.4,28.6,18.2,69,0,1008.3,19.4,1.7,236,5.9,205
X8,23/09/2011,22,27.9,16.9,72,0,1005.9,17.4,1.8,236,7.5,216
X8,24/09/2011,19.9,23.2,16.5,78,4.5,1005.2,5,1.5,54,7,308
X8,25/09/2011,20.4,26.7,15.4,69,0,1009.3,19.4,1.1,127,5.6,115
X8,26/09/2011,21.4,28.1,16.4,66,0,1013.1,18.7,1.2,149,4.9,134
X8,27/09/2011,22.5,30.3,16.5,59,0,1014.6,18.8,1.1,141,5.3,111
X8,28/09/2011,22.4,28.9,16.9,54,0,1013.9,18.6,1.6,89,6.3,99
X8,29/09/2011,21.6,28.5,15.9,59,0,1013.8,17.8,2.3,85,9.3,91
X8,30/09/2011,21.2,26.7,15.2,63,0,1013.8,17.6,2.1,88,7.2,99
X8,01/10/2011,20.9,27.2,15.3,70,0,1014,17.5,1.9,89,7.5,134
X8,02/10/2011,20.7,26.7,14.7,65,0,1014,18.6,1.6,238,7.1,198
X8,03/10/2011,22.7,31.1,16.5,48,0,1013.1,17.7,1.1,140,5.6,128
X8,04/10/2011,22.4,30.5,17.1,47,0,1013.4,17.3,1.2,214,5.9,222
X8,05/10/2011,22.9,30.6,16.7,51,0,1012,17.6,1.7,156,6.3,209
X8,06/10/2011,21.5,27.7,16.5,74,0,1009.9,16.2,1.1,204,5.8,141
X8,07/10/2011,19.7,24.1,16.5,64,0,1007.7,8.3,2.6,267,10.2,328
X8,08/10/2011,17.9,24.8,12.8,51,0,1010.3,16.7,2.6,330,9.6,338
X8,09/10/2011,18.8,26.3,13.6,50,0,1012.4,17.3,2.6,299,11.3,295
X8,10/10/2011,22.5,30.2,16.3,44,0,1013.8,17,1.9,245,7.1,221
X8,11/10/2011,22.6,29.8,16.6,44,0,1012.2,16.8,1.1,235,5.3,221
X8,12/10/2011,23.3,33.2,17.5,46,0,1010.1,16.8,1,189,5.4,200
X8,13/10/2011,21.6,27.8,16.6,68,0,1009.4,14.2,1.7,122,6.7,129
X8,14/10/2011,20.3,26.4,15.7,55,0,1010.6,14.1,2.1,85,8,86
X8,15/10/2011,18.6,23.2,16.6,60,0,1013.8,12.5,2.4,83,8.7,103
X8,16/10/2011,18.8,24,14.6,61,0,1013.9,14.5,1.4,241,6.7,215
X8,17/10/2011,18.8,24.7,14.6,68,0,1013,9.7,1.6,260,5.1,207
X8,18/10/2011,19.3,26.1,15.8,60,0,1010.8,15.1,2.5,265,9.2,213
X8,19/10/2011,19,23.8,14.4,68,0,1008.7,12.9,2.7,240,9,94
X8,20/10/2011,15.3,20.3,12.5,56,0,1011.8,8.1,1.5,230,8.3,207
X8,21/10/2011,14.7,17.9,10.9,56,0,1011.5,5.5,1.6,105,5.5,319
X8,22/10/2011,16.4,22.5,13.3,72,0,1008.8,11.1,2,70,6.6,102
X8,23/10/2011,15.2,19.6,12.8,89,5.3,1004.7,4.7,1,274,6.1,235
X8,24/10/2011,15.9,20.8,13.9,91,38.2,994,5.5,1.3,41,11.8,248
X8,25/10/2011,16.3,21,13.8,55,0.1,995.6,14.6,3.4,300,12.3,266
X8,26/10/2011,16,22.1,11,46,0,1004,13.3,2,278,8,222
X8,27/10/2011,16.8,20.4,14.5,83,10.5,1000.4,2.1,1.3,106,9.5,223
X8,28/10/2011,16.6,19.3,14,86,32.6,1007.7,4.1,2.2,56,8.1,61
X8,29/10/2011,18,21.8,14.5,78,0,1011.9,6.5,2.4,68,8.9,105
X8,30/10/2011,17.4,24.3,13.9,74,0,1011.5,11.7,1.5,330,5.7,304
X8,31/10/2011,16.8,21.3,12.9,81,0,1008.4,8.7,1.3,247,6,239
X8,01/11/2011,18.2,22.3,15.2,83,0,1006.9,8.5,1.4,235,6.7,216
X8,02/11/2011,18.6,21.9,15.5,83,82.1,1003.7,10.2,2.3,227,9.5,234
X8,03/11/2011,18.7,21.1,16.2,82,0.1,994.8,3.8,2.1,204,10.2,235
X8,04/11/2011,15.6,18,13.9,89,22.3,989.5,2.2,1.8,191,10.9,270
X8,05/11/2011,14.4,19.2,11.3,84,14.3,989.5,5.3,1.7,308,7.3,310
X8,06/11/2011,12.9,15.9,10.6,84,26.1,994.7,2.3,3.5,323,11.5,34
X8,07/11/2011,16.1,21.5,13.4,64,0,1001.8,8.3,2.4,319,8.4,338
X8,08/11/2011,15.1,21.8,11.9,72,0.1,1004,11.7,2.9,306,10.7,319
X8,09/11/2011,15,20.9,10.9,74,0,1008.1,11.2,1.4,277,5.4,316
X8,10/11/2011,14.9,20.4,10.6,78,0,1007.8,10,1.4,254,7.5,219
X8,11/11/2011,16,21.4,11.9,82,0,1008.5,10.8,1.2,245,6.2,195
X8,12/11/2011,17.1,21.8,14.1,81,0,1015.4,8.5,1.5,72,5,101
X8,13/11/2011,15.7,18.1,14.1,85,7.8,1016.5,3,2.2,57,7.1,72
X8,14/11/2011,14.5,17.4,13.2,82,5.2,1010.7,2.7,2.6,57,9.2,70
X8,15/11/2011,14.3,16.3,12.8,90,48.8,1003.1,2,3.1,57,10.9,83
X8,16/11/2011,14.1,15.7,12.4,82,7.7,1007.3,2.6,2.4,36,9.1,31
X8,17/11/2011,14.8,19.1,12.7,72,8.4,1013.6,6.3,1.5,71,5.5,49
X8,18/11/2011,13.1,18,10.4,86,0,1011.1,5.1,1,28,4.1,86
X8,19/11/2011,,,,,1.2,,,,,7.5,80
X8,20/11/2011,,,,,0,,,,,,
X8,21/11/2011,15.2,19.7,13.1,76,6.2,1001.4,5.1,3.2,57,10.4,46
X8,22/11/2011,15.4,17,13.1,70,0.3,1001.7,3.8,4,52,13.5,31
X8,23/11/2011,15.4,21,10.6,59,0,1010.8,9.8,1.5,300,7.1,47
X8,24/11/2011,13.2,19.8,9.8,75,0,1017.1,9.3,1,278,4.3,143
X8,25/11/2011,12.7,19.5,8.5,76,0,1018.9,9.3,0.8,251,3.6,204
X8,26/11/2011,11.5,18.4,7.2,68,0,1019,9.8,1.3,313,8.1,281
X8,27/11/2011,11.4,17.7,6.7,77,0,1017.2,6.7,1.3,36,6.2,102
X8,28/11/2011,12,16.7,8.3,79,0,1014.4,4.5,1.2,67,5.6,12
X8,29/11/2011,14,20.6,10.2,68,0,1013.7,8.6,1.3,271,5.8,311
X8,30/11/2011,12.4,18.1,7.2,68,0,1017.2,8.7,1.4,270,5.8,316
X8,01/12/2011,12.9,17.6,8.5,75,0,1015.1,8.9,1.9,262,7.5,228
X8,02/12/2011,14.1,19.3,11.3,67,0,1007.5,7,1.7,315,6.8,336
X8,03/12/2011,11.8,14.3,9.5,64,0.1,1012.5,7.2,2.8,309,9.1,313
X8,04/12/2011,11.6,16,9.4,62,0,1010.3,8.5,2.4,290,9.6,310
X8,05/12/2011,12,17.3,7.1,65,0,1007.3,8.6,2.7,316,12.9,304
X8,06/12/2011,12.1,17,8.3,62,0,1011.3,8.7,2.8,303,8.8,284
X8,07/12/2011,11.6,15.8,8.9,62,0,1016.5,8.7,3.4,305,9.6,304
X8,08/12/2011,12.5,18.6,8.6,70,0,1017.4,8,2,319,10.1,324
X8,09/12/2011,10.9,16.3,7.3,74,0,1012.7,7,1.3,280,5.1,303
X8,10/12/2011,10.3,15.5,6.1,70,0,1008.1,7.6,1.7,297,7.6,304
X8,11/12/2011,9.2,16.2,5,72,0,1007,7.3,1.7,287,9.7,303
X8,12/12/2011,10,16,6.5,66,0,1010,8.6,3.1,305,11.7,297
X8,13/12/2011,11.3,16.5,7.4,60,0,1008.5,7.3,2.5,284,11,300
X8,14/12/2011,13.9,19.5,11.2,58,0,1008,7.3,2.5,292,10.1,300
X8,15/12/2011,11.4,15.4,8.7,53,0,1013.3,7.3,3.2,299,13.9,307
X8,16/12/2011,13.1,16.9,9.6,49,0,1002.4,4.3,4.5,271,17.2,313
X8,17/12/2011,9.1,12.4,6.5,54,0,1004.9,8.5,6.2,310,14.5,318
X8,18/12/2011,7.9,12.6,4.1,45,0,1008,8.6,3.3,316,12.2,324
X8,19/12/2011,7.5,11.2,4.9,46,0,1012.8,7,3,318,11.2,339
X8,20/12/2011,8.6,13.2,3.7,66,0,1010.5,6,3.6,301,13.7,346
X8,21/12/2011,11.7,15.8,7.5,69,0,1011.3,4.5,1.7,299,11.2,287
X8,22/12/2011,13.4,17.3,9.9,59,0,1014.3,7.7,3.3,319,16.2,333
X8,23/12/2011,11.4,17.8,7.6,60,0,1014.6,8.5,3.4,304,11.1,307
X8,24/12/2011,10.3,15.6,5,64,0,1018.7,7.2,2.3,305,9.7,312
X8,25/12/2011,8.6,15.9,3.9,56,0,1022.7,8.6,1.6,308,9.5,293
X8,26/12/2011,8.2,14.8,2.9,60,0,1025.3,8.2,1,284,5.3,32
X8,27/12/2011,9.5,16.7,3.6,58,0,1023.7,6.3,2,57,11.9,99
X8,28/12/2011,9.4,16.1,5.2,56,0,1020.8,8.7,1.8,294,7.7,308
X8,29/12/2011,9.3,14.2,4.9,55,0,1018,7.8,2.5,303,9.2,326
X8,30/12/2011,9.5,13.5,6.1,49,0,1016,8.6,5,307,16.1,326
X8,31/12/2011,12,17.2,7.8,58,0,1014.3,8.7,3,302,14.7,304
X8,01/01/2012,12.7,18,9.6,65,0,1013.6,8.5,2.6,292,11.1,326
X8,02/01/2012,12.5,16.3,7.4,52,0.2,1011.6,8,4,303,13.5,291
X8,03/01/2012,9.9,15.8,7,56,0,1019.5,8,2.5,304,9.2,334
X8,04/01/2012,10.3,16.5,4.6,66,0,1018.2,7.7,3,317,12.6,318
X8,05/01/2012,11.7,16.2,7.5,48,0,1011.1,1.7,5.3,305,16,301
X8,06/01/2012,12.7,16.5,8.5,62,0,1011.5,6.9,2.9,295,15.4,330
X8,07/01/2012,9.6,14.7,5.3,52,0,1017.5,9,2.3,301,9.5,342
X8,08/01/2012,9.8,14.2,6.5,62,0,1015.8,8.9,2.8,321,10.2,342
X8,09/01/2012,9.7,14.8,6.2,63,0,1017.9,8.8,1.8,282,7.9,314
X8,10/01/2012,8.6,14.3,3.7,71,0,1020.5,8.8,1.6,267,5.9,316
X8,11/01/2012,9,15.2,4.7,77,0,1022.1,7.8,1,278,3.7,307
X8,12/01/2012,9.3,14.3,5.5,73,0,1020.6,8.6,2.2,277,6,323
X8,13/01/2012,7.9,16.2,3,56,0,1014.9,9.6,1.1,292,6.3,289
X8,14/01/2012,6.4,12.6,1.9,71,0,1009.9,6.7,0.7,235,3.2,132
X8,15/01/2012,8.2,13.5,5.2,73,0,1007.6,7.3,1.1,89,4.7,53
X8,16/01/2012,8.8,12.6,4.8,73,0.5,1006.1,4.7,3,54,11.1,94
X8,17/01/2012,10.8,15.1,7.3,67,0,1017,9.6,3.1,57,9.6,28
X8,18/01/2012,9,14.9,5.6,63,0,1022.8,9.7,1.7,291,6.1,344
X8,19/01/2012,9,14.9,4,61,0,1024.3,9.3,2.5,279,7.6,306
X8,20/01/2012,11.1,17.9,7.2,62,0,1018.5,9.4,1.9,287,9.3,313
X8,21/01/2012,11.5,17.3,8.1,55,0,1015.5,9.9,2.5,302,9.9,309
X8,22/01/2012,11.8,19.4,6.6,64,0,1010.9,10.2,2.2,315,11.3,333
X8,23/01/2012,12.1,17.1,8.9,57,0,1008,10.1,2.9,305,9.2,350
X8,24/01/2012,10.4,15.9,7.1,68,0,1011.9,9.9,1.7,299,8,308
X8,25/01/2012,10,16.3,5.9,67,0,1010,10.6,1.9,272,6.6,327
X8,26/01/2012,10,15.6,4.7,70,0,1008.2,9.5,1.4,235,4.4,148
X8,27/01/2012,10.2,13.1,7,69,0,1011.8,4.4,1.6,72,6.3,100
X8,28/01/2012,7.9,10.2,5.6,81,1.6,1013,1.7,1.5,325,7,81
X8,29/01/2012,6.2,11.4,3,63,0,1008.2,7.3,1.9,322,8.1,355
X8,30/01/2012,6.7,11.9,2.1,42,0,1011.5,11.7,1.9,283,6.5,268
X8,31/01/2012,7.1,11.5,3.8,48,0,1007.6,6.2,2.7,308,10.1,318
X8,01/02/2012,5.9,7.6,2.9,83,6.9,1003.1,1.2,2,34,9.2,53
X8,02/02/2012,2.1,3,1,79,0.9,1002.3,3,2,331,7.2,305
X8,03/02/2012,1,4.8,-1.8,50,0,1007.8,11.7,3.6,320,11.5,310
X8,04/02/2012,1.7,7.3,-1.8,23,0,1012.9,13,3.7,332,12.5,336
X8,05/02/2012,2.5,6.1,-1.5,42,0,1013,4.9,2.5,321,9.8,302
X8,06/02/2012,6.5,14.2,-1.2,38,0,1010.1,13,2.2,335,12,5
X8,07/02/2012,6.2,12.5,1,18,0,1005.4,13.5,2.6,314,11.1,28
X8,08/02/2012,3.5,7.5,0.2,21,0,1011.9,9.8,2.9,311,9.8,297
X8,09/02/2012,4.6,10.6,-0.6,38,0,1014.5,13.2,5,305,13.8,314
X8,10/02/2012,6.3,12.4,2.1,46,0,1008.9,13.1,3.5,280,13.9,299
X8,11/02/2012,4.7,10.4,0.7,30,0,1008.2,14.6,4,300,10.2,342
X8,12/02/2012,2.8,7.8,-0.1,49,0.3,1010.5,13.7,2.4,325,10.6,310
X8,13/02/2012,4.7,10.2,-0.6,36,0,1011.3,13.7,2.5,279,9.1,208
X8,14/02/2012,6.8,11.9,2.9,52,0,1008.1,9.7,1.8,258,6.3,182
X8,15/02/2012,7.8,14.5,2.7,48,0,1011.5,14.5,3.4,314,11,302
X8,16/02/2012,10,16.2,4.2,52,0,1010.1,14.6,2.8,303,9.3,298
X8,17/02/2012,9.9,14.4,6.3,70,0,1014.1,9.2,1.8,125,7.9,50
X8,18/02/2012,8.7,14.5,4.6,64,0,1011.5,14.2,2.3,268,7.9,230
X8,19/02/2012,8.7,13,5.2,76,0,1011.4,5.2,1.2,50,4.6,150
X8,20/02/2012,8.9,14.8,4.7,49,0,1014.5,15,2.5,312,10.5,298
X8,21/02/2012,7.3,13.3,1.8,53,0,1017.6,14.8,1.4,199,5.9,106
X8,22/02/2012,9.6,16,4.5,36,0,1016.1,15.4,2,264,9.7,309
X8,23/02/2012,12.7,19.1,5.9,22,0,1016.1,15.9,2.1,273,9.4,310
X8,24/02/2012,12.8,19.3,8.3,42,0,1016.7,14.7,1.2,140,5,132
X8,25/02/2012,11.5,18.5,6.4,50,0,1011.9,14.5,0.9,196,4.3,198
X8,26/02/2012,13.8,20.6,8.5,55,0,1007.2,15.4,1.5,109,6.6,326
X8,27/02/2012,11.7,15.8,8.5,72,0,1013,11.7,2.6,259,10.3,219
X8,28/02/2012,10.9,16.7,6.7,75,0,1013.9,14.5,1.4,195,5.1,137
X8,29/02/2012,11.5,17.6,7.3,71,0,1012.3,16.1,1.1,205,5.5,251
X8,01/03/2012,11.6,17.7,7.3,69,0,1013.5,16,1,217,5,237
X8,02/03/2012,11,16.6,6.1,71,0,1016,17.1,2.4,241,9.5,207
X8,03/03/2012,12,16.4,8.6,70,0,1015.4,14,2,272,7.1,125
X8,04/03/2012,13.7,19,8.6,55,0,1011.5,11.6,2.5,294,9.2,299
X8,05/03/2012,11.8,17.8,8,49,0,1012.6,18.2,3.9,330,11.1,313
X8,06/03/2012,9.8,14.8,4.8,40,0,1011.9,15.9,3,6,10.1,340
X8,07/03/2012,10.6,17.9,6.4,45,0,1015.7,17.7,2.6,272,8.2,316
X8,08/03/2012,10.9,16.7,6.3,50,0,1013.3,17.3,2,229,8.7,180
X8,09/03/2012,11,17.1,5.7,43,0,1019.5,18,2,116,10,125
X8,10/03/2012,11.2,18.1,5.5,47,0,1019.6,18.4,2.4,284,8.3,298
X8,11/03/2012,12.6,19.7,7,54,0,1013.9,18.7,2,270,7.7,293
X8,12/03/2012,13.6,19.9,7.9,50,0,1013.9,18.7,2.1,249,8.9,210
X8,13/03/2012,14,21.1,8.5,56,0,1014.2,18.6,1.3,146,5.7,109
X8,14/03/2012,13.9,22.4,9.1,63,0,1015.9,18.7,1.1,146,5.7,144
X8,15/03/2012,11,17,6.9,77,0,1018.1,18.6,1.3,155,5,168
X8,16/03/2012,12.7,20.2,6.3,61,0,1016.3,19.8,1.7,93,5.6,91
X8,17/03/2012,12.3,18.2,7.6,73,0,1012.4,19.3,1.9,226,8.5,231
X8,18/03/2012,14,20.1,9,53,0,1011.1,20.2,2.8,292,10.8,277
X8,19/03/2012,11.2,16.4,8.1,54,0,1018,19,2.5,227,7.8,159
X8,20/03/2012,11.2,16.9,6.4,52,0.5,1017.9,16.2,4.3,79,15.5,56
X8,21/03/2012,11.9,12.8,9.6,84,20,1013.6,1.3,5.6,74,16.8,83
X8,22/03/2012,11.1,17.1,8.2,81,9.2,1013.3,13.6,1.7,273,8.7,293
X8,23/03/2012,12.2,17.3,6.6,69,0,1013.9,20.4,1.4,157,5.7,135
X8,24/03/2012,13,18.7,7.5,65,0,1013.6,21,1.3,122,6.1,132
X8,25/03/2012,14.8,21.1,9.2,56,0,1014.2,21.6,1.4,234,6.2,224
X8,26/03/2012,14.4,18.3,10.5,55,0,1015.8,19.4,2.2,89,7.9,100
X8,27/03/2012,15.3,21.5,9.5,46,0,1016.4,20.3,1.4,131,7.2,127
X8,28/03/2012,15.8,23.3,9.4,47,0,1014.6,21.5,1.3,192,5.3,171
X8,29/03/2012,15.4,22.2,9.2,49,0,1010,22,1.4,220,5.7,207
X8,30/03/2012,18.2,24.8,12.8,41,0,1003.4,22.3,2.2,256,8.6,300
X8,31/03/2012,16.1,22,11,58,0,1000.3,22,1.4,112,6.5,87
X8,01/04/2012,16.3,21.7,11.9,50,0,998.4,22.2,1.5,217,5.4,227
X8,02/04/2012,14.6,20.6,10.1,65,0,998.6,21.1,1.6,108,7,115
X8,03/04/2012,13.6,16.3,11.9,84,5.9,996.9,5.6,1.4,95,4.6,112
X8,04/04/2012,12.1,13.8,10,89,36.6,996.9,5.8,2.2,89,7.2,314
X8,05/04/2012,12.6,15.6,10.8,76,2.6,998.5,7.5,2.2,76,8.4,75
X8,06/04/2012,12,17.1,8,77,0.2,998.5,8.5,2.1,265,9,329
X8,07/04/2012,12.3,17.7,6.9,52,0,998.9,22.5,3.6,278,12.4,237
X8,08/04/2012,13.8,21.2,9.2,59,0,1002.1,24.6,3.3,343,10.1,308
X8,09/04/2012,13.2,18.1,9.6,69,0,1002.6,14.5,1.9,205,6.7,137
X8,10/04/2012,13.3,19.1,9,73,0.4,994.2,11.8,2.1,282,14.4,284
X8,11/04/2012,13.7,19.7,7.8,48,0,996.9,24.3,3.6,289,14.6,312
X8,12/04/2012,13.2,16.1,11,64,0.5,994.3,6.9,1.7,51,5.6,315
X8,13/04/2012,12.5,19.7,9.1,66,0,992.8,18.3,2.8,330,11.6,79
X8,14/04/2012,11.6,17.4,7.9,56,0.4,991.3,18.7,3.5,296,10.1,41
X8,15/04/2012,10.9,18.6,8.1,61,3.5,994,15.5,3,304,10.4,301
X8,16/04/2012,12.3,17.5,8.8,43,0,1001,18.4,2.9,290,9.4,132
X8,17/04/2012,11.5,17.5,6.1,42,0,1002.7,26.9,3.9,271,10.8,309
X8,18/04/2012,12.3,16.7,9.7,66,0.1,994,10.9,1.9,100,9.6,250
X8,19/04/2012,13.7,19.9,10,55,0.1,989.2,18.4,3.4,280,14.3,285
X8,20/04/2012,14.6,21.5,9.5,49,0,995.7,23.9,3.5,279,13.7,198
X8,21/04/2012,15.5,21.2,12,61,0.7,1001.4,22.3,2.4,207,12.5,224
X8,22/04/2012,13.1,16.3,11.2,72,0.2,1005.5,10.4,2.2,136,6.5,137
X8,23/04/2012,14.1,17.9,10.5,73,0,1000.9,17.5,2.5,221,10.7,221
X8,24/04/2012,14.1,20.8,10,45,0,999.9,26.9,3.2,301,11.9,284
X8,25/04/2012,13.9,18.3,9.4,77,0,999.7,14.6,2.5,226,9.2,211
X8,26/04/2012,17.3,24,11.9,69,0,1000.3,25.5,1.9,106,7.1,135
X8,27/04/2012,16.6,20,13.4,69,0,1001.3,9.6,3.1,65,11.6,83
X8,28/04/2012,16.2,19,11.6,76,9.5,996.2,10.9,4.5,86,13.6,75
X8,29/04/2012,14.4,19.3,9.7,64,0,1002.1,28.1,2.2,214,9.2,211
X8,30/04/2012,13.4,18.4,9.9,70,13.4,1002.2,21.3,3.3,217,12.3,225
X8,01/05/2012,14.2,20.3,7.6,68,0,1006.3,28.5,1.5,202,7.3,182
X8,02/05/2012,14.5,21.2,8.8,66,0,1007.1,28.6,2.3,226,9.6,212
X8,03/05/2012,14.4,19.5,9.2,72,0,1003.6,28.3,2.8,233,11.7,214
X8,04/05/2012,15.2,20.2,10.8,75,0,998.8,18.5,1.8,244,9.3,308
X8,05/05/2012,16.8,23.7,11.2,59,0,998.5,25.7,2.4,242,12.7,221
X8,06/05/2012,15.6,20.3,11.3,66,0,1003.3,23,2.3,105,9.8,76
X8,07/05/2012,16.6,22.4,10.2,63,0,1008.5,27.1,2,223,6.7,155
X8,08/05/2012,17.8,24.5,12.7,69,0,1006.7,21.7,1.9,219,8.5,227
X8,09/05/2012,17.5,22.2,13.9,73,0,1009.6,27.5,2,96,6.9,98
X8,10/05/2012,19.9,26.4,13.8,45,0,1013.4,28.6,1.4,211,6.7,150
X8,11/05/2012,21.3,26.3,16,39,0,1014.6,29,2.4,232,10.4,221
X8,12/05/2012,22.1,29,17.3,50,0,1013.1,26.5,2,170,9.5,70
X8,13/05/2012,19.4,23.2,16.8,69,0.5,1009.4,23.8,2.2,108,7.2,40
X8,14/05/2012,18.4,21.6,16.1,60,0,1006.6,27.4,2.7,221,11.8,207
X8,15/05/2012,18.6,23.9,15.6,59,0,1007,28.4,2.6,130,9.3,158
X8,16/05/2012,15.5,19.3,12.5,65,0.9,1011.4,15.2,2.6,246,8.3,222
X8,17/05/2012,15.4,20.2,11.8,75,0,1007,13.5,1.8,235,8.7,225
X8,18/05/2012,16.4,20.5,14.2,75,0,1001.6,15,3.7,82,11.4,79
X8,19/05/2012,17,21.8,14.3,71,0,997.9,14.4,2.2,95,10,86
X8,20/05/2012,15,21.1,10.4,81,23.5,994.9,15.8,1.8,308,10.6,332
X8,21/05/2012,14.5,21.7,10.2,55,0.1,997.2,13.4,5.4,304,15.2,303
X8,22/05/2012,17.9,25.1,12.6,50,0,1003.7,19.9,4,317,15.1,301
X8,23/05/2012,19.9,27.1,15.1,51,0,1008.7,29.2,2.4,273,13,326
X8,24/05/2012,19.7,25.5,14.4,51,0,1009.1,29.3,1.7,222,9.2,223
X8,25/05/2012,21.3,27.3,16.4,48,0,1005,29.3,2,221,9.5,224
X8,26/05/2012,19.5,24,16,69,0,1005.5,23.6,1.9,221,9.3,238
X8,27/05/2012,20.5,26.1,15.4,64,0,1006.9,28.8,1.5,137,5.5,171
X8,28/05/2012,21.8,28.3,16.6,56,0,1005.6,24.3,1.4,167,6.2,155
X8,29/05/2012,22.2,28.3,17.7,52,0,1005.2,28.1,1.7,215,7.6,201
X8,30/05/2012,22.7,29.5,17,51,0,1008.7,28.7,1.8,230,7.2,196
X8,31/05/2012,23.3,29.4,18,49,0,1009.6,28.5,1.8,208,6.3,228
X8,01/06/2012,22.8,28.6,17.7,46,0,1006.5,28.7,1.9,228,7.3,229
X8,02/06/2012,23,28.2,17.9,47,0,1003.9,28.7,2.5,224,9.7,218
X8,03/06/2012,21.1,25.9,16.8,69,4.7,1004.4,15.7,2.7,61,10.6,302
X8,04/06/2012,19.6,23.8,15.9,77,0.2,1006.7,19.7,2.6,202,10.4,227
X8,05/06/2012,20.9,26,16.5,74,0.1,1006.3,26.4,2.4,220,10.7,231
X8,06/06/2012,21.9,27.2,18.5,76,0,1001.6,22.7,2.4,182,7.8,222
X8,07/06/2012,22.6,28.4,17.8,71,0,997.6,28,1.8,189,8.5,230
X8,08/06/2012,21.5,25.7,18,69,0.1,1001.7,21.2,1.9,199,7.5,170
X8,09/06/2012,20.9,25.2,16.7,62,0,1006.8,25,3,239,12.1,218
X8,10/06/2012,22.3,27.2,18.4,66,0,1002.3,20.8,2.5,159,10.1,72
X8,11/06/2012,20.4,25.1,16.9,67,0,999.3,20,2.4,138,8.2,83
X8,12/06/2012,20.2,28.4,14.5,48,0,1001.7,29.2,3.2,334,14.3,85
X8,13/06/2012,19.2,24,16.3,68,0,1008.1,17.7,2.8,119,10.1,117
X8,14/06/2012,20.6,26,16.2,67,0,1007.7,25.7,2,207,7.6,197
X8,15/06/2012,21.5,26.7,16.4,61,0,1009.3,30.1,1.9,211,8.3,241
X8,16/06/2012,22.5,28.9,16.9,46,0,1009.4,30.2,2,218,8.2,231
X8,17/06/2012,22.2,27.4,17.1,62,0,1008.8,29.2,1.5,143,5.9,131
X8,18/06/2012,22.3,28.5,17.3,61,0,1006.9,27.4,2.4,95,9.1,101
X8,19/06/2012,23.4,29.7,19.7,51,0,1004.6,16.1,2.2,73,7.2,43
X8,20/06/2012,24.5,30.5,19.3,54,0,1002.5,28.6,2.1,206,8.4,190
