CODI_ESTACIO,DATA_LECTURA,TM,TX,TN,HRM,PPT24H,HPA,RS24H,VVM10,DVM10,VVX10,DVX10
X8,07/01/2014,11.7,17.6,8.7,73,0,1010.4,8.6,1.1,251,4.2,195
X8,08/01/2014,10.2,15.1,7.2,85,0,1013.8,7,0.9,294,4.3,292
X8,09/01/2014,8.8,14,4.5,82,0.1,1011.4,8.1,1,226,4,170
X8,10/01/2014,9.6,12,8.1,77,0,1009.4,3.5,1.1,13,5.4,33
X8,11/01/2014,11.6,13.9,9,78,0.1,1009.8,3.3,1.6,72,6,93
X8,12/01/2014,11.3,15.8,8.7,81,4.4,1012,7.9,1.4,293,5.6,295
X8,13/01/2014,10.4,13.6,6.3,75,2.7,1007.1,2.8,2.6,294,10.7,278
X8,14/01/2014,9,11.9,5.6,61,0,1002.1,5.5,2.7,300,9.3,336
X8,15/01/2014,9.7,13.2,6,66,0,1004.8,6.2,2.1,286,6.2,308
X8,16/01/2014,11.3,14.4,9.4,81,0.3,999.1,3.7,1.5,263,5.8,203
X8,17/01/2014,10.5,15.3,8,61,0,995.6,9.3,2.9,285,9.2,224
X8,18/01/2014,10.3,14.6,5.9,84,1.1,989,3.2,1.9,201,9.8,174
X8,19/01/2014,9.7,14.6,7.5,79,7.8,987,7.3,1.8,318,7.2,284
X8,20/01/2014,8.3,12.6,6.2,58,0,997.2,8.4,4.4,309,13.4,327
X8,21/01/2014,8.4,13.3,4.5,51,0,1003.4,10.7,3.2,303,12.3,317
X8,22/01/2014,7.7,10,5.4,73,3.4,1002.3,2.4,1,320,4.6,310
X8,23/01/2014,8.8,14.1,6.4,69,0,1009.3,9.7,2.3,300,9.4,323
X8,24/01/2014,11.5,14.7,8.4,58,0,1006.3,7.7,3.9,308,13.3,319
X8,25/01/2014,11.4,14.5,9.3,81,0,1006.9,4,1.7,278,7.9,321
X8,26/01/2014,13.2,17.4,9.6,58,0,1006.3,9.6,3.4,302,14.1,341
X8,27/01/2014,12.5,15.8,7.5,47,0,995.5,11.2,4.7,305,18.5,286
X8,28/01/2014,8,12.1,5.4,53,0,992.7,7.8,4.4,301,14.3,295
X8,29/01/2014,9.2,15,5.7,63,8.1,987.9,9.1,2.7,316,10.7,310
X8,30/01/2014,8,12.5,5.5,69,4.1,992.9,10.4,3.2,304,9.9,291
X8,31/01/2014,8.2,13.7,3.3,67,0,1000.5,9.5,2,319,10.9,298
X8,01/02/2014,8.8,11.1,6.4,80,1.2,998.4,2.2,1.6,297,10.8,304
X8,02/02/2014,8.1,13.2,3.6,51,0,1004.4,12.5,3.8,303,11.5,297
X8,03/02/2014,8.5,13.2,4.4,56,0,1000.7,9.2,2.6,265,8.5,304
X8,04/02/2014,8.9,14.8,3.8,58,0,1003.1,12.4,2.8,275,11.4,303
X8,05/02/2014,12.2,17.1,9.2,59,0,998.7,8.5,3.1,269,13.9,299
X8,06/02/2014,12,16.7,8.4,61,0,1002.9,11.7,2.6,264,8.1,215
X8,07/02/2014,12.4,15.9,9.2,53,0,1001.7,13.1,3.1,283,16.1,296
X8,08/02/2014,12.7,15.5,9.5,57,0.3,997.5,7.4,3.5,261,12.4,266
X8,09/02/2014,9.5,11.9,7,56,12.5,998.5,5.5,2.3,265,9.2,242
X8,10/02/2014,9.4,13.3,6.9,70,1.9,988.5,6.8,4.5,306,15.2,307
X8,11/02/2014,7.7,11.5,5.8,53,0,1001.6,9.2,6,304,14.8,305
X8,12/02/2014,9.3,15.2,4.5,55,0,1005.3,13.7,3.6,285,12.6,327
X8,13/02/2014,14,19.9,10,55,0,1003.2,12.9,3.9,292,14.6,303
X8,14/02/2014,13.9,22.2,9.3,72,0,1002.3,13.1,2.2,227,8.2,206
X8,15/02/2014,14.1,20.8,9.1,64,0,999.6,13,2.3,245,9.9,308
X8,16/02/2014,10.5,15.4,6.3,71,7.3,1005.4,5.4,2.3,304,10.1,310
X8,17/02/2014,8.8,14.4,3.7,75,0.1,1005.4,13,1.4,252,5.5,203
X8,18/02/2014,11.9,15.1,8.4,63,0,1001.4,4.4,3.1,33,11.9,38
X8,19/02/2014,11,15,7.9,63,0,1006.7,12.1,3.1,297,11.6,306
X8,20/02/2014,10.9,15.5,7.5,62,0,1006.7,13.6,2.5,284,10.8,332
X8,21/02/2014,11.6,15.5,7.3,63,0,1006,7.4,2.2,325,8.2,301
X8,22/02/2014,10.2,15.6,5.7,57,0,1011.5,15.6,1.5,265,7.1,305
X8,23/02/2014,10.4,15.7,5.2,64,0,1011.1,15.9,1.6,240,7.4,223
X8,24/02/2014,10.1,15.4,6.5,75,0,1008.2,12.1,1.2,234,5.7,197
X8,25/02/2014,11,16.1,6.7,71,0,1007,12.2,2.3,251,10.7,239
X8,26/02/2014,10.5,15.8,6.5,48,0,1011.4,15.2,2.6,296,12.8,305
X8,27/02/2014,8.7,12.8,5,57,0,1014.4,8.1,2.2,299,8,288
X8,28/02/2014,10.4,16.7,5.6,52,0.3,1002.2,13.8,4.3,296,16.1,295
X8,01/03/2014,9,13.3,5.2,56,0,994.8,9.9,4.2,304,12.7,314
X8,02/03/2014,10.8,15.7,6.6,69,0,993.2,16,2.2,250,8.6,215
X8,03/03/2014,11.5,14.8,8.6,55,0,990.2,14,4.6,294,20.9,305
X8,04/03/2014,10.6,15.6,6.1,48,0,995.6,16,5.8,300,18.3,286
X8,05/03/2014,11.4,16.5,7.6,56,0,1004,13.4,1.7,257,7.7,313
X8,06/03/2014,11.7,17.6,7.4,60,0,1011.5,13.8,1.9,280,8.5,308
X8,07/03/2014,13,19,8.9,43,0,1014,18.5,2.7,269,8.1,205
X8,08/03/2014,12.1,17.9,6.4,58,0,1015.3,18.1,1.6,101,5.6,96
X8,09/03/2014,12.6,17,7.9,54,0,1016.8,18.7,2.4,81,7.8,65
X8,10/03/2014,12.7,19.7,6.8,41,0,1011,17.8,1.7,241,7.1,214
X8,11/03/2014,12.4,17.2,8.8,57,0,1012.3,12.1,1.6,93,5.1,82
X8,12/03/2014,12,15.9,8.8,58,0,1017,17.5,3.7,85,13.2,97
X8,13/03/2014,12.3,16.3,9.9,62,0,1017.2,18.6,2.8,77,8.7,83
X8,14/03/2014,12.1,17.3,8.5,56,0,1015.1,11.6,1,138,5.2,137
X8,15/03/2014,15.5,23.5,8.6,46,0,1013,19.3,2.4,287,10.3,316
X8,16/03/2014,16.2,23,11.5,49,0,1010.6,19.8,3,281,14.9,311
X8,17/03/2014,16.8,23.6,11.6,47,0,1010.6,20.1,1.9,248,8.5,215
X8,18/03/2014,14.1,19.9,8.4,66,0,1010.9,19.2,1.4,169,5,154
X8,19/03/2014,13.6,18.6,10.3,70,0,1012.4,17.1,1.7,244,6.9,298
X8,20/03/2014,13.1,17,9.7,73,0,1010.9,18.3,1.7,132,6.8,145
X8,21/03/2014,13.1,17,9.3,76,0,1009.5,14,2.6,236,9.8,221
X8,22/03/2014,13.9,18.4,10.9,76,0.6,1002.3,11.7,2.5,223,8.3,218
X8,23/03/2014,10.9,16,5.9,41,0,1003.7,19.6,4.1,303,16.8,292
X8,24/03/2014,11,15.8,5.1,48,0,1005.3,18.3,3.9,280,11.3,221
X8,25/03/2014,11.6,17.8,7,50,0.1,1000.4,18,4.9,301,16,308
X8,26/03/2014,9.3,15.4,4.9,56,0.4,997.5,14.2,3.2,294,11.7,323
X8,27/03/2014,10.1,14.9,6.5,62,2.7,1000.8,21.2,2.8,254,10.3,211
X8,28/03/2014,11.2,15.5,5.9,69,0,1004.4,17.2,2.5,113,8.6,86
X8,29/03/2014,13.3,15.7,11.4,65,0,1002.7,12.4,6.9,78,17.8,79
X8,30/03/2014,12.5,13.7,11.7,90,11.2,1003.4,1.5,4.6,79,14.5,64
X8,31/03/2014,13.3,17.8,10.3,84,6.7,1005.6,11.9,1.6,169,6.5,75
X8,01/04/2014,12.8,17,8.8,75,0,1003.9,17.4,1.8,231,6.3,231
X8,02/04/2014,14.3,17,11.8,74,0.4,996.1,8.3,4.1,70,13.1,72
X8,03/04/2014,12.8,15.7,11.1,89,33.6,989.1,3.4,3.5,73,11.4,74
X8,04/04/2014,15.2,21.4,10.6,57,2.5,997.3,19.7,4.4,309,11.6,304
X8,05/04/2014,15,20.2,10.4,62,0,1005.3,24.1,1.8,224,6.7,192
X8,06/04/2014,15.7,20.9,11.4,60,0,1009.3,24.1,1.8,205,6.8,225
X8,07/04/2014,14.3,19.2,11.2,75,0,1009.5,23.9,1.6,228,6.5,229
X8,08/04/2014,14.6,19.5,10.6,77,0,1012.4,19.4,1.9,117,6.6,160
X8,09/04/2014,15.8,20.5,12.2,65,0,1011.8,24,2.2,220,10.9,221
X8,10/04/2014,16.1,21.2,12,65,0,1008.8,23.5,1.7,187,6.9,219
X8,11/04/2014,16.3,22.1,12.2,70,0.5,1005.3,20.7,2,158,9.3,329
X8,12/04/2014,14.9,18.2,12.2,77,0.1,1006.5,15.9,2.2,97,8.2,104
X8,13/04/2014,17.1,22.8,12.2,67,0,1008.8,23.9,1.8,234,8.5,232
X8,14/04/2014,17.1,21.6,12.9,58,0,1008.4,23.2,1.9,209,9.4,208
X8,15/04/2014,17.4,22.6,13.3,54,0,1005.7,21.8,1.8,152,5.7,236
X8,16/04/2014,15.4,20.4,11.9,61,0,1009.3,23.7,1.7,133,5.9,123
X8,17/04/2014,15.2,19.6,12,69,0,1008.9,20.5,1.7,165,6.7,170
X8,18/04/2014,16.5,22,11.2,65,0,1001.7,24.1,1.9,222,7.6,226
X8,19/04/2014,14.7,17.5,12.8,68,0.1,996.8,18.8,2.7,111,8.9,88
X8,20/04/2014,13.3,16.9,10.8,75,3.6,994.1,8.8,1.9,69,6.4,72
X8,21/04/2014,13.9,16.8,12,83,3.1,995,10.7,2.4,82,7,115
X8,22/04/2014,15.2,19.9,12.3,80,8.5,1002.4,14.9,1.7,89,6.3,111
X8,23/04/2014,16.4,21.1,11.4,68,0,1008.8,24.8,2.1,230,9.9,215
X8,24/04/2014,17.3,22.2,12.3,59,0,1006,24.4,1.8,213,7.8,297
X8,25/04/2014,15.8,21.9,11.7,56,0,1003,20.6,3,299,12,303
X8,26/04/2014,16.4,23,10.2,47,0,1003.6,23.8,3.2,269,10.7,224
X8,27/04/2014,16.2,23.2,10.7,50,0.1,1003.1,26.6,2.7,306,10.8,309
X8,28/04/2014,15.4,20.3,11.7,60,0,1003.7,24.6,2.7,57,9.1,44
X8,29/04/2014,15.1,19.2,10.8,71,0,1004.8,19.9,1.7,148,7,159
X8,30/04/2014,15.8,20.2,11.5,71,0,1004.1,24.4,2.5,91,8.2,311
X8,01/05/2014,16.9,22.1,12.2,66,0,1005,27,1.6,159,6.4,198
X8,02/05/2014,15.7,20.4,12.3,65,0,1004,22.6,2.4,212,9.6,173
X8,03/05/2014,16.7,24.8,11.2,58,0,1003.7,27.9,2.8,127,9.5,79
X8,04/05/2014,15.5,19.3,11.8,62,0,1005.2,25.7,2.4,242,9.5,164
X8,05/05/2014,15.9,21,10.5,61,0,1007.1,28.7,2.3,226,10.4,187
X8,06/05/2014,16.3,20.9,11.8,71,0,1008.5,24.2,2.4,230,9.4,201
X8,07/05/2014,17.1,21.3,14.1,71,0,1009.2,21,1.5,108,7.4,93
X8,08/05/2014,18.8,24,14.6,56,0,1010.4,26.6,2.2,237,9.5,213
X8,09/05/2014,18.9,23.7,14.1,61,0,1010.3,27.6,1.7,213,8.3,222
X8,10/05/2014,19.3,24.7,14.5,59,0,1008.2,25.4,2.1,218,10.6,199
X8,11/05/2014,18.4,24.6,14.4,70,0.1,1007.3,21.5,1.9,143,7.9,99
X8,12/05/2014,16.2,19.6,13.5,70,1.1,1008.5,14.6,2,160,7.5,94
X8,13/05/2014,14,16.9,11.9,72,0,1011.3,9.8,1.9,161,6.3,163
X8,14/05/2014,15.8,20.8,10.8,65,0,1016.4,28.7,1.9,230,8.6,207
X8,15/05/2014,16.7,22.6,11,63,0,1013.4,29.6,2.1,235,8.6,233
X8,16/05/2014,16.4,20.5,12.4,58,0,1009,29.4,2,211,9.9,193
X8,17/05/2014,17.6,23.3,13.2,58,0,1005.8,27.5,2.3,224,8.2,153
X8,18/05/2014,16,19.2,13.5,64,0,1003,16.5,2.5,97,7.6,81
X8,19/05/2014,17,21.3,12.5,70,0,999.5,22.2,2,168,8,197
X8,20/05/2014,16.5,18.6,15.7,85,3.2,1002.3,7.1,3.7,80,9.8,95
X8,21/05/2014,18.1,22.9,15.6,81,0.1,999.2,14.2,3,90,10.6,79
X8,22/05/2014,18.2,24.3,13.7,49,0,1001.4,21.5,2.9,277,9.7,329
X8,23/05/2014,18.2,23.7,13.5,48,0,1003.3,29.4,3,244,11.5,231
X8,24/05/2014,15.6,19.6,12.7,61,0,1007.9,21,2.9,92,7.9,78
X8,25/05/2014,17.1,21.3,14.3,62,0,1007.2,21.9,1.7,164,9.5,158
X8,26/05/2014,14.7,19.6,11.7,83,28.4,1008.1,16.2,1.7,93,9.5,96
X8,27/05/2014,16.6,21.5,12.2,66,0,1008.4,25.4,2,244,7.1,207
X8,28/05/2014,16.5,21.7,13.2,77,2.1,1004,13.9,1.5,179,7.3,226
X8,29/05/2014,16.6,21,13.4,68,0,1006,14.1,2.1,261,8.1,231
X8,30/05/2014,14.9,20.2,12.5,80,12.4,1007.8,9.4,1.2,279,6.8,286
X8,31/05/2014,17.4,24,12,62,3.6,1007.7,23.1,2.3,289,8,308
X8,01/06/2014,19.6,23.2,14.1,51,0,1008.1,30.9,1.9,234,7,198
X8,02/06/2014,19.6,23.8,15.5,52,0,1008.2,27.5,1.7,207,7.6,221
X8,03/06/2014,19.1,23.4,15.5,57,0,1006.4,27.1,1.6,214,7.1,200
X8,04/06/2014,18.6,24.1,14.3,68,0,1003.4,25.2,2.1,154,9.9,86
X8,05/06/2014,18.7,22.7,14.7,64,0,1005,29.7,1.5,155,5.8,155
X8,06/06/2014,19,23.4,15.5,75,0,1005.7,22.8,1.9,95,7.4,125
X8,07/06/2014,21,27.1,15.6,68,0,1006,29.9,3,82,8.8,80
X8,08/06/2014,23,27.8,17.6,59,0,1007.9,28.6,1.9,94,6.9,106
X8,09/06/2014,23.1,28.8,18.1,50,0,1007,20.7,1.4,99,5.9,107
X8,10/06/2014,22.7,27.7,17.8,52,0,1007.5,28.3,1.6,100,7,82
X8,11/06/2014,24.1,29.3,18.3,49,0,1010.5,28.8,1.4,157,5.3,173
X8,12/06/2014,26.2,32.6,19.9,39,0,1010.1,22.2,1.6,244,9,334
X8,13/06/2014,26.6,32.9,20.6,40,0,1006.6,22.5,1.8,254,6.4,220
X8,14/06/2014,25.5,32.7,20.4,47,0,1002.5,28.7,2.9,82,9.2,91
X8,15/06/2014,20.4,24.6,14.4,66,14.9,1003.2,21.6,1.7,210,8.4,22
X8,16/06/2014,21.4,27.2,16.9,53,0,1004.8,23.5,1.9,244,7.3,215
X8,17/06/2014,20.5,26.4,15.8,62,5.4,1004.8,14.8,2,248,8.9,45
X8,18/06/2014,20,24.7,14.1,59,0,1007.1,27.4,1.8,197,8.9,214
X8,19/06/2014,21.3,26.8,16.3,57,0,1008,28.1,2.1,229,8.5,214
X8,20/06/2014,22.7,28.1,17.3,53,0,1005.5,30.5,2.4,229,10.3,237
X8,21/06/2014,24,30,18.4,47,0,1004.3,30.1,1.8,184,6.2,209
X8,22/06/2014,22.6,26.9,19,72,0,1006.2,20.5,1.8,105,6,89
X8,23/06/2014,23.5,27.3,19,70,0,1007,29.1,2,107,7.2,154
X8,24/06/2014,22,27,17.9,68,0.8,1002.9,13.7,2.5,294,8.3,219
X8,25/06/2014,21,27.7,17,62,0,1001.6,19,2.1,280,8.8,308
X8,26/06/2014,23.8,28.9,19.7,54,0,1003.9,25.5,2.2,233,10.9,220
X8,27/06/2014,22.9,27.4,18.1,69,0,1007.6,26.4,1.8,172,7.2,173
X8,28/06/2014,23.7,28.8,18.7,62,0,1003.9,28.7,1.7,210,9.2,220
X8,29/06/2014,22.4,27.9,18.6,59,0,1004.7,25.2,2.9,161,11.5,227
X8,30/06/2014,21.5,26.1,18.4,59,0,1007.8,26.7,2.2,161,9.9,212
X8,01/07/2014,23.1,27.2,20.1,67,0,1004.3,18.2,2.3,134,7.9,162
X8,02/07/2014,22.2,25.1,20.4,73,0,1006.2,19.5,4.6,89,12.9,102
X8,03/07/2014,23.4,28.4,19.7,51,0.1,1007.8,18.1,4.5,77,14,66
X8,04/07/2014,23.1,28.1,16.9,61,12.7,1003,27.5,2.6,243,11.7,200
X8,05/07/2014,24.1,28.8,18.9,59,0,1005.1,30.1,2,210,8.4,204
X8,06/07/2014,23.1,27.4,19.2,75,0,1002.8,22,2.1,213,9,226
X8,07/07/2014,19,24.4,15.5,81,23.6,1005.3,9.2,2.2,65,8.3,28
X8,08/07/2014,20.1,25.1,15.1,65,0.1,1007.6,28.7,2.3,87,10.4,347
X8,09/07/2014,20.3,25.1,17.6,64,0,1006.4,24.1,2.7,92,8.8,113
X8,10/07/2014,21.4,27.1,17.3,54,0,1005.5,30.7,2.8,255,9.5,200
X8,11/07/2014,21.5,27,16.8,50,0,1005.6,30.3,2.8,271,9.7,305
X8,12/07/2014,21,25.5,17,65,0,1006.1,25.4,2.1,99,8,139
X8,13/07/2014,22.1,27.3,17.3,64,0,1006.1,30.1,2.2,224,9.3,234
X8,14/07/2014,22.3,27.5,20.1,76,0.2,1007.4,19.1,2,103,6.9,78
X8,15/07/2014,23,26.9,19.2,74,0,1009.5,20,1.5,196,7.9,210
X8,16/07/2014,24.9,30.6,19.6,60,0,1009.6,29.5,1.4,205,6.2,159
X8,17/07/2014,25.9,29.9,21.3,52,0,1008.6,28.6,2.3,236,9,213
X8,18/07/2014,25.7,32.3,20.2,51,0.1,1005.9,24.7,1.9,125,7.7,230
X8,19/07/2014,25.5,29.8,22.6,65,0,1001.1,23,2.3,97,7.6,73
X8,20/07/2014,26.1,32.2,19.9,39,0,1001.5,24.5,3.4,290,11.8,307
X8,21/07/2014,23.4,29.6,18.7,52,0,1007.3,29.8,2.3,211,8.5,283
X8,22/07/2014,24.3,30.4,19.3,50,0,1005.1,29.6,1.9,246,7.4,341
X8,23/07/2014,23.9,29,18.9,58,0,1002.1,29.5,2.3,223,10.5,201
X8,24/07/2014,25.2,30.9,19.3,53,0,1001.8,27.3,1.7,175,7.2,159
X8,25/07/2014,24.4,29.4,20.5,60,2.2,1002.4,18.8,1.6,89,6.5,41
X8,26/07/2014,24.2,28.6,20.2,65,0,1004.7,27.5,2.3,226,10.5,204
X8,27/07/2014,25.5,30.3,21.3,61,0,1006.1,28,1.9,201,7.4,158
X8,28/07/2014,23.2,29,18.9,77,7.3,1003.9,13.2,2,118,9,94
X8,29/07/2014,21.4,25.1,19.1,69,0.6,1002.8,21.7,2.5,194,11.1,211
X8,30/07/2014,23.3,29.6,18.5,55,0,1003.5,29.1,2.3,262,8.6,310
X8,31/07/2014,24,29.5,18.4,58,0,1003.2,28.5,2.2,225,10.7,216
X8,01/08/2014,24.7,30.6,20.5,63,0,1000.5,20.3,1.7,154,7.4,220
X8,02/08/2014,23.6,29.8,18.7,71,14.2,998.8,16.9,1.7,75,7.3,333
X8,03/08/2014,23.8,27.8,19.5,74,0,1002.7,27.4,1.6,171,6.5,128
X8,04/08/2014,24.9,29.5,21.2,72,0,1005.9,24.4,2.3,99,7.5,81
X8,05/08/2014,24.5,28.8,20.8,58,0,1007.9,25.7,1.8,130,7.2,129
X8,06/08/2014,25,29.4,20.4,62,0,1006.7,25.7,2,223,8,246
X8,07/08/2014,25.3,29.7,21.7,71,0,1005.9,21.5,2.1,223,9.2,229
X8,08/08/2014,25.3,29.6,21.9,69,0,1003.7,23.8,1.8,221,8.8,200
X8,09/08/2014,25.2,29.1,22.5,66,0,1003.3,22.1,3.1,83,11.7,70
X8,10/08/2014,26.3,31.5,22.3,71,0,1001.3,26.3,2,176,7.7,77
X8,11/08/2014,25.3,30.1,21.6,69,0,1005.2,24.5,2.3,121,8.3,130
X8,12/08/2014,23.9,27.9,20.9,66,0,1004.5,17.2,1.7,197,6.8,197
X8,13/08/2014,24.5,31.3,21,61,0,1001.5,21,2.8,152,10.1,71
X8,14/08/2014,22.4,27.1,19.2,53,0,1007.4,22.6,2.5,237,9.2,222
X8,15/08/2014,21.5,25.2,18.8,73,1.9,1008.9,14.7,2.4,105,9.5,130
X8,16/08/2014,20.8,24.8,19.1,60,0,1010.9,12.6,2,262,8.8,222
X8,17/08/2014,22.3,26.7,17.4,64,0,1008.5,23.3,2.6,231,11.6,223
X8,18/08/2014,23.4,27.6,19.9,69,0,1003.5,19.9,2.4,231,10.4,218
X8,19/08/2014,23,27.8,18.9,64,0,1003.9,19.8,2.1,121,7.6,141
X8,20/08/2014,22.3,25,21,62,0,1006.2,11,2.6,104,7.5,80
X8,21/08/2014,21.8,25.2,20.2,58,0,1007.1,10.7,1.6,122,4.8,118
X8,22/08/2014,20.1,22.2,16.3,79,27,1005.7,6.1,2.4,68,8.9,40
X8,23/08/2014,20.7,25.9,16.4,73,0,1008.4,21.8,2,211,8.1,161
X8,24/08/2014,22.9,27.2,19,71,0,1009.2,17.8,1.8,211,8.7,200
X8,25/08/2014,24.1,28.5,21.1,77,0,1006.5,23.1,2.6,222,10.2,214
X8,26/08/2014,25.1,30.4,20.7,70,0,1002.5,24.5,1.8,153,6.4,228
X8,27/08/2014,24.5,28.7,20.8,62,0,1005.5,23.8,1.8,109,7.4,90
X8,28/08/2014,24.5,29.8,19.9,69,0,1006.4,23.6,1.4,184,6.1,162
X8,29/08/2014,23.7,28.3,20.7,74,0.2,1007.2,15,2,87,7.5,109
X8,30/08/2014,24,29.5,19.8,59,0,1007.8,22.6,1.3,155,7,203
X8,31/08/2014,24.1,28.7,19.9,60,0,1006.9,22.2,1.8,218,8.7,191
X8,01/09/2014,23.3,28.1,20.6,74,0,1005.3,19.9,1.7,180,6.3,64
X8,02/09/2014,23.1,27.8,19.9,78,0,1003.6,10.8,1.2,165,5.2,170
X8,03/09/2014,22.7,27.3,19.9,62,0,1003,21.8,2.1,94,6.6,174
X8,04/09/2014,22.8,25.3,20.1,71,0,1004,7.9,1.9,81,5.7,79
X8,05/09/2014,23,26.9,19.8,78,0.3,1004.5,11.6,1.8,88,6.7,289
X8,06/09/2014,23.9,29.4,19.4,75,0,1002.7,17.4,1.5,216,7.3,205
X8,07/09/2014,24.5,29.7,20.8,76,0,1002.5,16.3,1.6,215,8.3,234
X8,08/09/2014,25,30.3,21.1,73,0.4,1004.7,19.2,1.7,197,5.8,214
X8,09/09/2014,24.3,30.2,20.6,63,0,1006.4,17.8,1.8,95,7.7,112
X8,10/09/2014,23.8,30.2,18.1,61,0,1003.1,21.3,1.6,212,6.7,151
X8,11/09/2014,24.1,29.4,20.6,73,0,1001.3,20.8,1.6,114,6.9,99
X8,12/09/2014,23.4,28.3,20.3,65,0,1004,19.7,1.6,111,5.9,86
X8,13/09/2014,23.5,27.2,19.9,70,0,1006.2,15.2,1.5,108,5.6,155
X8,14/09/2014,23.1,28.7,17.1,78,12.4,1003.9,14.5,2,81,11.9,314
X8,15/09/2014,22.3,27.8,16.9,73,0,1003.1,21.1,1.7,112,6.4,77
X8,16/09/2014,23.2,27.5,18.8,73,0.1,1002,18.9,2.1,99,6.9,139
X8,17/09/2014,22.6,28.9,18.8,77,2.3,998.6,14.4,1.7,83,8.2,60
X8,18/09/2014,23.6,28.6,19.4,76,0,999.7,15.2,1.5,108,5.5,87
X8,19/09/2014,24.1,29.3,19.6,73,0,1002.6,19.7,1.6,211,6.7,190
X8,20/09/2014,24.2,30.4,19.8,61,0,1006.1,17.5,1.4,240,6.4,175
X8,21/09/2014,23.2,28.9,20.5,59,0,1007.7,11.9,1.3,159,5,152
X8,22/09/2014,19.9,21.5,16.6,77,7.8,1005.1,2.7,1.3,77,6.7,74
X8,23/09/2014,18.1,22.5,16,84,8.2,1003.9,6.6,1.4,208,5.6,278
X8,24/09/2014,19,23.9,15.7,75,1.8,1006.1,11.4,1.8,80,6.1,84
X8,25/09/2014,18.6,22.9,15.9,69,0.2,1009.8,14.4,2,261,7.8,214
X8,26/09/2014,18.7,23.9,14.3,71,0,1013.1,17.7,1.2,184,6.4,147
X8,27/09/2014,20.2,26.3,14.5,62,0,1013.7,19,1.5,87,6.2,89
X8,28/09/2014,19.5,22.9,17.6,85,92.7,1012.3,2.9,2,55,8.4,82
X8,29/09/2014,20.9,26.1,16.8,81,0.2,1012.1,14.6,1.2,99,4.8,116
X8,30/09/2014,19.8,25.6,17.7,88,8.7,1013.8,8.2,1.1,54,4.9,99
X8,01/10/2014,20.3,24.9,16.4,77,0.1,1014.9,14.6,1,230,4.4,170
X8,02/10/2014,20.9,26.4,16.2,67,0,1014,17.7,1.5,220,6.5,206
X8,03/10/2014,20.2,26.2,16.2,68,0,1011.4,17.3,1.2,142,6.4,113
X8,04/10/2014,20,24.9,15.5,74,0,1007.4,17.4,1.8,240,8.4,234
X8,05/10/2014,18.8,22.2,14.3,78,5.9,1006.7,15,1.8,94,11.7,24
X8,06/10/2014,19.7,24.7,16.3,80,0,1002.8,11.7,1.4,227,8.2,226
X8,07/10/2014,20.6,25.9,17.2,72,0,1001.8,15.3,1.5,257,6.2,234
X8,08/10/2014,20.9,25.8,17.2,72,0,1002.2,17.1,1.6,241,7,211
X8,09/10/2014,20.7,25.9,16.8,80,0,1002.1,15,1.3,232,6,220
X8,10/10/2014,20.5,26.1,16.9,79,0,1002.9,12.4,1.4,197,5.8,172
X8,11/10/2014,20.6,24.1,16.8,72,0,1003.8,15.3,2.1,74,6.5,103
X8,12/10/2014,21,25.7,17.8,74,0.9,999.9,12.9,1.4,237,6.8,191
X8,13/10/2014,19.1,23.1,16.1,67,0,999.7,16.2,2.2,249,9.7,211
X8,14/10/2014,17.7,21.8,14.8,74,0,998.3,6.1,1,55,7.8,129
X8,15/10/2014,18.3,24.4,13.6,60,0,1000.9,12.4,2.1,280,8.2,299
X8,16/10/2014,20.4,26.5,15.6,63,0,1003.3,14.5,2.1,248,8.1,217
X8,17/10/2014,21.2,27.8,16,61,0,1007,14.8,1.7,263,9.2,346
X8,18/10/2014,21,27.7,14.7,64,0,1010.1,15.5,1.3,236,4.9,280
X8,19/10/2014,19.8,25.1,15.8,78,0,1013.5,14.1,1.5,87,6.2,87
X8,20/10/2014,20.4,27.2,15.8,68,0.1,1011.1,14.3,1.3,247,6.2,200
X8,21/10/2014,20.7,28,15.6,68,0,1009,12.8,1.7,49,7.6,302
X8,22/10/2014,18.9,25.2,15,59,0,1011.7,14.6,2.1,288,8.2,290
X8,23/10/2014,17.6,24.8,13,49,0,1009,14.4,1.7,287,7.5,281
X8,24/10/2014,19.3,27.4,13.6,40,0,1006.5,14.1,1.3,272,6.7,286
X8,25/10/2014,20,27.3,14.7,58,0,1009.1,13.4,1.4,109,4.6,92
X8,26/10/2014,19,23.8,15.1,73,0,1012.3,12.6,1.3,95,5.1,92
X8,27/10/2014,17.3,20.8,14.7,74,0,1012,6.4,1.8,79,6.7,56
X8,28/10/2014,17.5,21.5,14.6,71,0,1008.4,8.9,1.8,67,5.8,116
X8,29/10/2014,17.6,24.1,13.6,77,0,1008.3,11.9,0.8,218,5.1,178
X8,30/10/2014,17.6,22.9,14.2,80,0,1012.6,8.8,0.9,185,4.5,209
X8,31/10/2014,18,21.9,14.7,74,0,1014.3,7.5,1,167,4.8,152
X8,01/11/2014,17.6,22.1,14.3,74,0,1013.6,8.9,0.8,258,4.8,159
X8,02/11/2014,17.2,22.4,13.2,79,0,1010,8.6,1.1,245,7,233
X8,03/11/2014,17.6,21.5,13.1,82,43.4,1001.4,8,2.8,239,11,229
X8,04/11/2014,14.5,19.7,10,71,12.3,987.5,4,3.4,281,12,242
